,tweet,existence,existence.confidence
813,labour polici environ climat chang energi polici labour environ energi climat chang,Neutral,0.8094
4656,global warm theori brother season produc evrywk snowin,No,1.0
4442,apocolyps winter evid global warm winter,No,1.0
5088,still comprehend weather climat blizzard climat chang kcedz,Yes,1.0
150,global warm kill forest colorado,Yes,1.0
969,climat place senat disput await climat chang legisl,Neutral,0.7859
3492,batman global warm twitpic,Yes,0.6421
2194,brook green worri tart shield disturb report global warm exist,Yes,1.0
825,podcast unrest thailand nuclear summit climat chang confer debat ballist missil defens,Neutral,1.0
5002,polit elit editor time shill iraqi member congress deni climat chang,Yes,0.8443
1166,go douch climat chang backass world graham imperil obama agenda,No,0.4722
5267,veteran organ climat chang secur threat scnow retwt,Yes,1.0
4480,bitter clinger global warm movement bsjco,Yes,0.6503
3935,piec climat chang sever storm yesterday chicago tinyurl ycyevcz,Neutral,0.7164
2113,california brace climat chang california lead fellow state mitig climat chang oohja,Yes,1.0
1689,shell climat chang sponsorship caus blogospher meltdown museum,Neutral,1.0
86,blankenship safeti regul silli global warm,No,1.0
5613,washington graham support climat chang energi tinyurl cleanenergi ventur,Neutral,0.6333
4644,conserv snowmageddon global warm tinyurl,No,1.0
1606,battl poverti global warm newkerala onlin battl poverti global warm,Yes,0.7115
3708,shovel accord maddow weather proof global warm,No,0.5261
3824,blast swimsuit model travel beauti tropic place opin climat chang,Neutral,1.0
2101,where roadblock climat chang clean energi legisl,Neutral,0.6615
646,truli artist award decad global warm energi credit worth close billion,No,0.8289
255,global warm evid around messag global warm denier doubter around,Yes,1.0
171,climat chang favor invas speci indigen plant thoreau extinct,Yes,1.0
237,bolivia presid global warm,Neutral,0.5891
156,climat chang pari european place peril photo,Yes,1.0
3390,climat chang movement,Neutral,1.0
2148,mother earth text adopt recent peopl confer climat chang bolivia ateefr,Neutral,0.68
1701,meet sultan jaber assist foreign minist unit emir special envoy energi climat chang,Neutral,0.6729999999999999
5248,global warm fairi tinyurl krwusz chaney drive year mayb,No,1.0
6003,blame eyjafjallaj erupt global warm,No,0.6493
5897,global warm ballot initi teamster citi weigh california teamster state amybo,Neutral,0.6449
3843,post climat chang clear present danger,Yes,1.0
3989,climat chang spend obama budget reuter tinyurl climatechang obamabudget,Neutral,1.0
2726,climat denial crock climat chang climat retwt,Yes,1.0
4202,conserv global warm ballot measur thought california suspend fight,No,0.6397
1577,leak document call global regim tackl climat chang,Neutral,0.6996
1707,politico stori state climat chang immigr bottom immigr backstab,Yes,0.6984
3888,former warner climat chang secur,Neutral,0.6574
2459,global warm evid asut,Yes,1.0
4655,still snow claimign caus climat chang right,No,1.0
5570,global warm chapter globalwarm,Yes,1.0
1665,scienc algor climat chang scienc hack global warm palin,No,0.9679
2065,tweet drakeseyebrow caus global warm,Neutral,1.0
867,copenhagen brought chang climat india ramesh,Neutral,0.7844
4236,solar energi combat climat chang expert,Yes,1.0
725,focu scenario challeng california climat chang peter henderson,Neutral,0.825
3382,ironi blizzard forc chang govern climat chang announc cuojdi,Neutral,0.3429
2923,water climat chang impact expert humanitarian retwt,Yes,0.6736
1994,global warm probabl updat ocregist favorit time peopl believ,Neutral,0.6912
2478,governor christi million global warm brylo,Neutral,0.6512
2049,look climat chang go introduc senat monday bgpggg,Neutral,1.0
4645,snowpocalyps tell about global warm cywhli climat,Yes,1.0
4082,global warm studi arctic global economi trillion dxiafb,Yes,1.0
3175,short global warm snow obama youtub watch fdnwozechjg climatechang,Yes,0.3442
1162,global warm kill california kimberley cahil present climat chang califor aocbug,Yes,1.0
3567,report green busi model climat chang orient technolog transfer bihivg,Yes,1.0
205,health industri nation alreadi impact climat chang report,Yes,0.8078
3333,go snow cri uncl weather channel freaki global warm,No,0.4901
4809,chavez blame venezuela inabl basic human need global warm cyuveh,Yes,0.6585
2684,still think global warm,Yes,0.6535
420,global warm,Yes,1.0
4064,climat summit geldof talk climat chang copenhagen,Yes,0.6662
4219,laist palin call global warm bunch snake scienc dure campaign ralli texa,Neutral,0.7159
5677,believ global warm climat chang control planet still light recycl wellduh,No,0.6789
2285,bolivia climat confer demand combat global warm creation climat court tiquipaya bolivia oohja xbrtx,Yes,1.0
2175,round climat chang talk host summit mexico,Neutral,1.0
6071,thirti million year tree alaska these vanish process call climat chang,Yes,0.6798
6054,global warm activist freez death antarctica tinyurl,Yes,0.6724
2938,governor warn danger climat chang dnaindia retwt,Yes,1.0
2693,maywish ngebantu ngurangin global warm,Neutral,1.0
3330,moral author takeaway risk runaway climat chang,Yes,1.0
5246,climat defend record rajendra pachauri embattl chairman climat chang panel lash svquj,Neutral,1.0
5331,climat chang fraud trade treason retwt,No,1.0
25,effect global warm youtub effect global warm stat today,Yes,0.8887
1229,ocean salti show global warm intensifi water cycl bjsszi,Yes,1.0
4375,never melt global warm elimin virginia virginia weather chang dramatica,Yes,0.6679
2487,pretti awesom breakdown climat chang,Yes,1.0
3319,crippl blizzard announc global warm agenc phone,Neutral,0.6551
635,plant effect tackl global warm siliconindia account forgot password reset,Yes,0.7881
533,tonight discuss climat chang women children famili commun,Yes,0.8061
2421,great global warm blunder bestsel current rank amazon nonfict,No,1.0
3655,reschedul global warm pitch think final schedul pitch dauksi,Yes,0.6455
5328,lectur incessantli climat chang boss retwt,No,0.6917
2560,enviro global warm unit nation allconcern global warm unit nation,Yes,1.0
3243,conserv snowmageddon global warm,Neutral,0.6734
5341,climat place senat disput await climat chang legisl,Neutral,1.0
1045,greenhoof archiv tobacco climat chang,Neutral,0.7917
1541,biologist link earli bloom global warm ablmsi,Yes,1.0
5247,which distort truth refer congression perk global warm,No,1.0
4156,power elit enrich push social agenda child obes global warm todat,Yes,0.4606
906,birther global warm denier young earth creationist armstrong complain obama budget,Yes,0.4046
2557,global warm fortress solitud melt,Neutral,0.3544
5856,matai global warm volcano earthquak link matai global warm volcano djovci,Yes,1.0
5639,believ common sens climat chang legistl educ immigr reform,Yes,0.635
5133,climat chang activist delay unit nation youth climat,Neutral,1.0
2160,rememb right furor leak climat chang email where goldman sach email,No,0.6493
4483,biggest snowstorm come washington support global warm listen,No,0.6651
4592,forest connect intern climat chang discuss continu leader partner explain,Neutral,0.7141
4893,chill effect cool heat rhetor global warm energi environ around interweb,Yes,1.0
3394,inhof famili build igloo global warm spokesman laden,No,0.6988
1590,scienc scientist explor evolut climat chang dmnjxj,Yes,0.8996
3635,realli global warm increas carbon footprint,No,0.6616
4812,cheap climat chang leak thomasnet industri press releas cyhxld,Yes,1.0
4240,global warm expert clear alleg investig launch twurl mchcuw,No,0.6383
4976,california global warm under attack,Yes,1.0
5124,photo precari home threaten climat chang,Neutral,0.3792
792,climat chang avoid trade senat april bloomberg parti activist,Neutral,0.8294
4143,video brewer claim heavi snowfal prove global warm,Yes,1.0
3640,global warm hysteria anoth fals claim expos report xlmwu,No,1.0
2270,carbon neutral while promot climat chang bkavrt,Yes,0.6706
449,lead schumach colleg mobilis democraci tackl climat chang,Yes,0.8159
3930,today entertain watch hipster cultur bitch global warm forc public tran,Neutral,0.6546
1501,conserv intern help prevent climat chang provid habitat endang speci dcusyt,Yes,1.0
1934,immigr reform climat chang issu senat laofd,Neutral,0.7012
1,fight poverti global warm africa,Yes,1.0
2509,dilweg odyssey climat chang chief start,Neutral,1.0
4053,great global warm collaps theglobeandmail opinion great global warm collaps articl,Neutral,1.0
5661,special report network declin credibl climat chang scienc,No,0.6841
4038,global warm inch tomorrow,Yes,0.6287
3345,bet climat chang corpor stand billion planet realli warm oohja xbbaz,Neutral,1.0
1779,miss report group work togeth climat chang project journal articl,Neutral,0.6494
4716,drudg acknowledg global warm game vancouv tinyurl,Yes,1.0
1073,senat prepar compromis climat chang,Neutral,0.6364
1599,fifti year teach preach global warm catastroph effect climat,Yes,1.0
1736,watch sting climat chang,Neutral,0.64
3856,check philanthropi climat chang foundat center cefoio green,Yes,0.6651
5473,rogat citizen excerpt drunken parti climat chang activist,Neutral,1.0
5318,polit climat chang speaker lobbi retwt,Neutral,0.654
866,climat chang moral issu would green hous usatoday,Neutral,0.8108
3222,final rebutt mean global warm nonsens,No,0.6391
4680,acceler migrat climat chang recip social disast,Yes,1.0
3048,climat chang countri environ watch retwt,Yes,1.0
4306,expert scratch their head global warm guidanc expert scratch their head globa,Neutral,1.0
4963,public lose faith climat chang scienc leak email scandal guardian time onlinepubl lose,No,0.6623
1352,climat chang blame coastal whale migrat dwindl ventura counti retwt,Yes,0.6554
1697,climat chang anim,Yes,0.6193
5924,celebr earth minut action climat chang donat haiti ddoaw,Neutral,0.6316
4789,climat chang roundup copenhagen accord climat servic,Yes,0.7046
2199,present program navig climat chang disclosur,Yes,0.7194
3683,malthusian collaps paper great global warm collaps drudg,Neutral,0.6865
2248,climat give pollut nuclear break washington reuter climat chang expect agpzbd,Neutral,0.7052
6063,oxfam senior press offic climat chang oxfam chariti,Yes,0.6934
4492,angel giant squid invas global warm,Yes,1.0
5038,climat chang impact vulner eastern himalaya indigpplsrsrc,Yes,1.0
631,celebr earth sign declar energi independ senat demand action climat chang,Yes,0.8081
4308,india hire scientist studi global warm longer trust fraud corrupt,Yes,0.6807
4799,krugman make trade climat chang build green economi nytim axteyi,Yes,1.0
2837,foxnew polit administr propos agenc studi climat chang agenc studi climat chang,Neutral,0.6667
3359,brain freez conserv media still use winter weather attack global warm nkecc climat green,Yes,0.3623
2356,bolivia peopl confer climat chang kick open ceremoni video world peopl xzvsp,Neutral,0.6679999999999999
5890,combat climat chang lesson world indigen peopl,Neutral,0.6802
5401,acid ocean worsen expert climat chang msnbc retwt,Yes,1.0
5400,climat chang debat climatologist meteorologist divid global warmi retwt,Neutral,1.0
2301,never public polici agenda pursu littl regard scientif public opinion global warm,No,0.6839
3049,climat chang environment issu sweden retwt,No,0.5094
4119,reuter vancouv climat chang bronz olymp reuter,Yes,0.6897
5352,senat climat chang shift,Neutral,1.0
4724,anoth snowstorm happen global warm round blizzard atlant would replac governor,Yes,0.6642
1004,climat scientist newspap poison global warm debat andrew weaver report,Neutral,1.0
3163,short snowmageddon snow obama global warm activist pysgf teaparti,Yes,0.4785
3166,senat global warm hear cancel weather laugh ihivz,No,0.6809999999999999
5566,snowmen picket lethbridg casson offic climat chang retwt,No,0.359
267,ocean floor popul organ despit littl oxygen global warm caus oxygen deplet reduc biodivers,Yes,1.0
5209,global warm anyon would found would havent look,No,1.0
4794,climat chang roundup copenhagen accord climat servic januari copenhagen accord bedkt,Neutral,0.6655
2329,gawker mayb complet worthless global warm cetnt,Yes,0.5755
3219,snowstorm convinc skeptic global warm global warm,Yes,0.6591
5327,develop nation climat chang treati retwt,Yes,0.7178
354,exclus climat chang could rais allergi reuter,Yes,0.8037
6,global warm evid around messag global warm denier doubter around,Yes,1.0
2435,wakeup april climat chang action consum,Yes,1.0
5198,climat chang serious busi respons impact learn,Yes,1.0
2660,bolivian presid blame capit global warm ceremoni sound welcom deleg cochabamba oohja xbijx,Yes,0.6619
1129,microb contribut global warm haven oohja xbnvu,Yes,0.6426
1814,climat panel audit unit nation landmark climat chang report nsiqc,Neutral,1.0
56,climat chang stall senat,Neutral,0.8442
2492,industri anim farm discush farmer unsurprisingli think anim jolli impact climat chang exaggrtd right,No,0.6661
4363,address global warm retrain worker green perfect storm factor mass dohkw,Yes,1.0
5256,lindsey graham equal immigr climat chang bcfage,Yes,0.4834
5627,join organ ask senat address climat chang afxcc,Yes,0.6737
2505,human global warm destroy angel climat changehttp cuepqb,Yes,0.6627
1664,fart exoner global warm ddshde sigh relief rectum teaparti,No,1.0
4168,everyon think snowmageddon disprov global warm wrong,Yes,1.0
616,shift conscious busi creat climat chang action,Yes,0.7816
3197,idea execut supervis toyoto engin global climat chang scientist,No,0.4224
1079,comedi central stephen colbert tuesday actual moder debat global warm,Neutral,0.7955
5062,twitpic jersey shore global warm alert,Yes,0.3522
3703,trap indoor global warm while obama jigsaw puzzl store,Neutral,0.4711
1420,global warm anoth video,Yes,0.6972
4509,feder agenc deni protect global warm,Neutral,0.7108
5402,tori brand substanc climat chang labou retwt,Yes,1.0
4087,global warm uncertainti admit climat scientist akuozf warmer,No,1.0
2083,there luntz climat chang bnchp,Neutral,1.0
1446,document call global regim tackl climat chang,Yes,0.6452
1705,immigr reform climat chang issu senat,Neutral,1.0
5950,leadership summit highlight biotechnolog innov reduc climat chang emiss bizwir,Yes,1.0
3606,peopl confer climat chang envivocmpcc ecomonday cmpcc wpccc cochabamba,Yes,0.6856
3218,effect global warm twitpic climateg snowpocalyps,No,0.8678
3576,where global warm,No,0.6752
807,fugelsang climat chang shop advoc ralli support,Neutral,1.0
3254,right winger alreadi claim blizzard prove climat chang exist,Yes,0.7014
4673,flake global warm denier massiv snowstorm dvtsyu,Yes,0.7113
4002,group peopl would displeas winter global warm activist,No,1.0
3310,admit climat chang conserv conspiraci enough fall congress recess,No,0.7099
3557,green polic depart defens state climat chang nation secur threat,Yes,1.0
1080,furnitur keep scream climat chang clinic trial collagen cliniqu,Neutral,1.0
5072,climat chang get warmer storm around world get stronger,Neutral,0.6483
1448,feel under come climat chang erwin jackson climat institut,Yes,0.7282
1842,basic rule think about begin advertis campaign climat chang clinic trial collagen avbb,Neutral,1.0
5839,aw could climat chang legisl futur nevada resid cqityy,Yes,0.6531
223,carbon offset vatican forest fail reduc global warm,Yes,1.0
3002,suddenli british becom skeptic global warm,No,0.6996
5918,amaz video imag scientist understand climat chang watch ckxha,Yes,0.6916
5249,chief pachauri speak indian about climat chang skeptic glacierg treati bwkgdu,Yes,0.6837
4819,climat panel chief credibl sieg global warm anyaix,No,0.6702
3811,deni abstin differ deni climat chang hvgwx,Yes,0.6165
2147,global warm explan capandtrad,Yes,0.3501
3063,geoengin potenti climat chang solut susti,Yes,1.0
3973,sometim think mythbust episod whole global warm thing confirm,Yes,0.6349
3093,climat chang amazon rainforest retwt,Yes,0.6642
2700,email climat chang denier goodi,Yes,1.0
5219,chang climat climat chang intent purpos realist prospect treati,Neutral,0.665
5388,impact climat chang extend human health scientif american retwt,Yes,0.6912
3790,climat chang cours kiddingggggggg,No,1.0
3532,global warm chair skeptic asbesto talcum least scienc,Yes,0.7008
1319,climat chang make season allergi wors record high spring,Yes,1.0
1765,alexia park global warm heart earth thousand consciou action place oohja xbvkr,Yes,0.6812
305,cloud europ crazi global warm volcano activ get crazi,Yes,0.7788
703,make remark launch report advisori group energi climat chang agecc energi develop,Neutral,0.7739
5100,climat chang alway doubt,Neutral,0.6602
4159,evolut climat chang,Yes,0.6838
382,action protect wildlif habitat climat chang,Yes,1.0
832,tension wed ring found style everi climat chang clinic trial collagen,Neutral,1.0
3826,enlist discoveri techniqu battl global warm scientist texa report,Neutral,0.6643
4277,obama want agenc studi climat chang dollar write recal,No,0.6578
726,larri shapiro astut immigr reform get traction climat chang senat,Neutral,0.7758
1258,climat chang could katrina flood warmer wetter futur level twurl,Yes,0.6821
1615,green cement tackl global warm london april increas oohja,Yes,1.0
2592,globalwarm alert think climat chang compar nazism teaparti,No,1.0
5066,mayb iron product global warm southern,Yes,1.0
448,feel under come climat chang erwin jackson climat institut,Yes,1.0
52,scenario challeng california climat chang sourc reuter peter henderson francisco april,Neutral,0.9309
4838,inconvieni truth climat chang indigen icasv,Yes,0.7116
1614,chang giant glacier caus deadli tsunami,Yes,1.0
5166,climat chang lead decreas canada wolverin popul which,Yes,1.0
4398,earth polar sheet vulner moder global warm orlean southern,Yes,1.0
3384,blunt attack climat chang winger question servic aujcto,Neutral,1.0
4411,dumbass global warm believ whine fund denier alarmist fund tinyurl yctegi,No,1.0
5052,great piec challeng commun climat chang energi sustain vitrur,Yes,0.6646
368,climat chang continu glacier nation icon nation,Yes,1.0
2618,prospect climat climat chang chief prospect,Neutral,1.0
3473,colleagu launch special climat servic track climat chang trend climat,Yes,0.6371
152,mandat energi benchmark citi address climat chang,Neutral,0.7941
5739,confer muslim action climat chang jakarta push forward climat leadership ecomonday,Neutral,0.6871
5430,climat chang popular onlin tradit press aoyma climat,Neutral,0.6488
3696,cover washington obama promis global warm climateg,Yes,0.6527
738,reflect rebel climat chang social justic toward familiar imag green capit,Neutral,0.6017
1729,arizona immigr climat chang legisl stall which issu congress focu yzmpl,Neutral,0.83
4212,ironi headlin drudg senat global warm hear cancel ihivz climateg,Neutral,0.6797
4969,olymp organis desper climat chang,Neutral,0.6103
3865,prepar global warm event weekend costco,Yes,1.0
1210,climat chang could rais allergi reuter,Yes,1.0
1918,realli global warm,No,1.0
191,natur variabl explain global warm climat scientist popular meteorologist,Yes,0.634
2140,advisori group energi climat chang call initi bring clean energi,Neutral,0.6479
2030,dollar sens climat chang,Neutral,0.7198
282,global warm melt could trigger volcan erupt,Yes,0.6037
614,chang giant glacier caus deadli tsunami,Yes,1.0
2974,climat interact scorecard copenhagen accord teach climat chang polici retwt,Neutral,0.6794
507,renew energi advanc ocean salti show global warm after pull million salin,Yes,1.0
2304,declar women climat chang,Neutral,1.0
1088,global warm confer sunday robert bullard known father environment justic,Neutral,0.6151
5991,climat chang fraud global warm balanc quot there say oxburgh bfhwbw,No,1.0
1750,climat chang stall senat energi,Neutral,0.7261
17,natur climat chang human induc global warm,No,0.6648
334,coalit tire wait fight climat chang ground level,Yes,0.7796
5733,climat polit climat chang denial,Neutral,0.6357
4278,global warm cours worri worri entir world rogg ceuovl,Yes,1.0
1163,uncajo climat polit climat chang denial cgbtsi,Yes,0.6507
5910,republican climat chang brdlf alexand graham brown teaparti,Neutral,1.0
3230,climat chang middl snowpocalyps wonder public think climat chang check noviz,Neutral,0.6733
2647,vision resili water suppli sanit climat chang focus zunia,Yes,0.6648
441,tulip april chicago global warm,Yes,1.0
3560,china daili world never accept find climat chang money,Yes,0.7042
2161,human activ global warm connect shorpi,Yes,0.6314
1292,global warm enough without heat thing interest honest discuss oohja,Yes,1.0
332,solv global warm thing,Yes,0.7997
2874,epoch time million women start point climat chang retwt,Yes,0.7152
4176,snowstorm global warm make blizzard wors,Yes,1.0
3007,facil expect clarifi ecosystem respons climat chang journal retwt,Yes,0.6667
1801,american media put climat chang watch,Yes,0.6987
1941,should focu energi climat chang immigr goodask,Neutral,0.6553
1410,watch dim could cleaner actual intensifi global warm,Yes,0.6671
4804,thank jame sniffen great session climat chang,Yes,1.0
3977,senat graham behind ass climat chang american behind climat chang action catholicsmg,Neutral,0.6833
1587,ocean salti get weird blame global warm indypost studi conduct scientist austral,Yes,1.0
4503,stewart figur truth global warm basic thoughtless writer make funni face,Neutral,0.6604
1578,cleaner could speed global warm aerosol pollut downsw help,Yes,0.6029
5883,cover volcano answer climat chang question uvjrk,Yes,0.6437
894,carol browner assist presid energi climat chang answer question,Neutral,0.4091
4615,marchreport month global warm would,No,1.0
4225,palin bunch snake scienc global warm former alaska sarah palin forc,No,1.0
852,climat chang polici updat april,Neutral,0.7874
2409,global warm chapter american northeast winter rug fairli oohja,Neutral,0.6778
455,exclus climat chang could rais allergi,Yes,0.6032
184,offici report caus climat chang,Yes,1.0
5210,global warm radar normal arctic complet frozen normal ufzaj,Yes,1.0
4295,stupid peopl think these winter storm mean there thing global warm stupid,Yes,1.0
380,action protect wildlif habitat climat chang,Yes,0.8878
316,consensu scientist warn climat chang volcano crise melt,Yes,0.617
4648,invas plant beneficiari climat chang thoreau wood green habitat,Yes,0.6593
2450,blame global warm still blame global warm,No,0.7122
3327,climat chang risk reward geoeng unequ distribut geoeng rel easili cheapli quickli,Yes,1.0
986,money graham kerri lieberman global warm face hostil climat world magazin photo,Neutral,0.6254
3628,report climat chang indic scot consid speci reforest,Yes,0.6609
1780,sarah palin climat chang zvxvh earthday,Yes,1.0
2556,fraud twurl weathercast divid global warm sborl,No,0.6648
629,clean technolog industri forecast strong global warm concern april newswir,Neutral,0.6107
5537,climat chang worldview crnvz,Yes,0.6664
697,climat chang anim,Neutral,1.0
2488,anyon paper global warm chanc,Neutral,0.655
4757,climat chang legisl buri record snowfal record snowfal buri washington along oohja,No,1.0
5305,climat resolv chang initi develop tangibl sustain solut elzqb,Yes,0.6688
3088,matter believ global warm better money resourc,Neutral,0.6482
5059,thankyouobama continu climat chang absolut credibl scientif back,No,0.7079
5086,wrong live hawaii weatherboard climat chang offens,Yes,0.6722
4624,global warm work,No,0.6439
5799,global warm dummi releas climat chang indic report bivncv,Yes,1.0
5266,cochabamba protocol peopl agreement climat chang right retwt,Neutral,0.6405
5727,blankenship safeti regul silli global warm silli live hand,Neutral,0.6833
925,save hollywood ballot initi iceland volcano global warm,Neutral,0.7847
220,,Neutral,1.0
1419,climat chang caus chang ocean chemistri unpreced planetark enviro climatechang,Yes,0.6746
1702,should remov scream climat chang clinic trial collagen cliniqu auslxg,Neutral,1.0
5201,suprem court undermin climat chang legisl gspha solar,Neutral,0.6917
5472,unfccc kyoto protocol climat chang retwt,Yes,0.6812
3184,pretti snowstorm caus global warm,Yes,0.6803
2136,seri lectur matthew nisbet frame public engag climat chang,Neutral,0.6656
1311,bring indigen voic convers about climat chang,Yes,0.6532
2014,get water evangel global warm benjamin phillip sinc variou evangel,Neutral,0.6897
889,politico graham privat climat chang glenn thrush graham privat climatechang,Neutral,1.0
2566,global warm iceland volcano angri tinyurl,Yes,0.6738
3965,global warm confer postpon tinyurl yhgfvfq laugh,Neutral,0.634
2396,judyth piazzayahoo datetim daili anoth global warm huckab,No,0.6794
6033,thank least tinto preston chiaro posit statement global warm clean energi,Yes,0.7088
4208,extend global warm hologram illus lalala,No,0.6756
2763,tackl poverti climat chang support robin fabianpattberg retwt,Yes,1.0
5364,mayb abandon climat chang retwt,No,0.7073
4785,world wetland bioscienc studi climat chang desicc prairi critic wetland,Yes,1.0
2397,someth defin go wrong planet global warm natur,Neutral,0.6579
2614,grant differ climat chang,Yes,0.6689
2181,climat chang indic report,Yes,0.672
3637,climat chang bogu global warm consensu fade cdjylg,No,1.0
715,climat chang sight lead economi south environ minist,Neutral,1.0
3867,climat chang scientif consensu cloudi massiv snowstorm white,Neutral,1.0
1916,initi campaign suspend global warm report rais valero,Neutral,0.6865
3078,diigo realclearpolit climat chang fanat corrupt scienc ecoment post loseaney dcqon,No,1.0
2648,senat prepar compromis climat chang hindustan time,Neutral,0.6818
1265,ecomonday discuss climat chang invas speci recommend,Yes,1.0
1058,care about global warm jacki gingrich cushman join parent older sister,No,0.6696
5882,speak global warm palac theater loorz given present,Yes,1.0
5602,climat chang talk yield small chanc global treati humanitarian retwt,Yes,0.6741
1820,climat chang,Neutral,0.6512
2856,chron energi china climat chang quandri ciikhf,Neutral,0.6564
1059,climat worsen debat global warm univers anglia climat resear,Neutral,0.6457
1571,pollut global warm pirat,Yes,0.6505
3947,worri global warm beach swim march,Yes,0.6784
492,cleaner could speed global warm,Yes,0.7984
1232,support world peopl climat chang cochabamba bolivia watch cmpcc,Yes,1.0
1917,panel debat busi calif global warm diego panelist debat econom merit oohja,Yes,0.6102
4520,back climat chang washington appear appetit attack problem global aepgpr,Neutral,1.0
4502,giant squid invas global warm,No,0.515
5224,smith warn climat chang argument undermin climateg fight tackl climat chang oohja,Yes,0.5552
3515,wildlif servic imperil climat chang time obama,Yes,0.6469
4818,call global warm call climat inch citi white,Yes,0.6435
5206,canada wolverin popul declin result climat chang wolverin predat renown alvmf,Yes,0.6685
398,action protect wildlif habitat climat chang,Yes,0.8043
5621,pulitz prize author bring global warm light chelsea henri pollack professor emeritu oohja,Yes,0.6659
1363,busi creat climat chang action cleantechnica retwt,Neutral,0.5314
318,alreadi climat chang make season allergi wors record high spring,Yes,1.0
4258,scientist global warm despit harsh winter montgomeri journal februari bkqwyd,Yes,1.0
1391,action protect wildlif habitat climat chang ogdyi climatechang sierraclub saveterra,Yes,0.6757
5750,given global warm asluuj,Neutral,0.6637
658,rationalist believ alien exist global warm caus human might believ jesu miracl angel fairi,No,1.0
4991,california global warm under attack envnewsnet,Neutral,1.0
4585,bring reliabl north passag favor global warm,Neutral,0.6713
4193,lion abandon galapago island peruvian water twurl climat chang,Neutral,0.679
5562,scientist global warm caus world ocean thing justin bieber go drown,Yes,0.6638
4249,msnbc ratigan blame snowpocalyps global warm claim heavier precipit result climat,Yes,0.6588
1231,fedel bauccio combat climat chang american celebr anniv,Yes,1.0
393,action protect wildlif habitat climat chang,Yes,0.6155
4792,denial global warm threat american mean protect,Yes,1.0
4362,centuri discoveri ammonia chemic fertil abund popul explos creat nitrogen accumul global warm,Yes,0.6579
2334,rememb soylent green base climat chang ocean requir discoveri alga substitut,Neutral,0.6783
932,global warm retreat except california govern state board wisdom continu advanc,Neutral,1.0
2424,global warm although media croni endlessli bleat ahsbmk,No,1.0
1771,start climat chang,Neutral,0.6608
4600,sarah palin call global warm studi snake scienc,Neutral,0.6894
524,focu global warm caus redistribut plant anim speci,Yes,1.0
2158,irish manufactur nualight rais fund round climat chang capit,Yes,1.0
3765,galen global warm anoth blizzard blog chron txpotomac galen global warm,No,1.0
3943,global warm articl inde blogger definit articl,No,0.6467
1075,street corner global warm counsel certain element sunday washington myth,Yes,0.4167
5548,houston chronicl after blitz climat chang retwt,Yes,1.0
4217,solar energi combat climat chang expert,Yes,0.6561
5078,recogn climat chang materi busi axtbyb,Yes,1.0
2981,consensu need climat chang accord mexico retwt,Neutral,0.6809
1451,harvard receiv million studi health environment impact climat chang clhcxz,Yes,1.0
5545,predict investig socialist democrat polit manipul global warm fine follow,No,1.0
2482,wednesday liber climat chang,Yes,1.0
3192,bolivia host peopl climat chang event,Neutral,0.684
5527,climat chang maker allergi tinyurl zhsve,Yes,1.0
4777,shovel global warm tommorow,No,1.0
5125,someth moder increas global warm speci pjhig wildlif green natur,Yes,1.0
2211,present program navig climat chang disclosur tinyurl,Neutral,0.5188
1873,green climat chang fellow asbzju,Neutral,0.6503
3905,global warm everyth whack around insid upsid,No,0.6869
5042,global warm topic,No,0.6066
2711,global warm scienc hysteria answer question,Neutral,0.6972
2360,global warm world should black peopl mine,Yes,1.0
3379,disclosur climat chang impact monday februari,Yes,0.6843
2605,look great media materi human impact climat chang climat wit stori,Yes,1.0
2626,confus jame hansen henson believ climat chang rainbow connect,Neutral,0.6579
11,preliminari analysi suggest natur could contribut global warm previous,Yes,1.0
1076,find right gift wed guest climat chang clinic trial collagen,Neutral,0.8068
379,action protect wildlif habitat climat chang,Yes,0.8221
4432,where wrong green global warm statist,Yes,0.7199
2074,senat prepar compromis climat chang reuter,Neutral,0.6855
3132,fight climat chang busi model green scienc conserv natur conserv,Yes,0.6782
1046,pavley predict ballot measur overturn global warm,Neutral,0.7087
1761,scientifiqu present global warm april scientifiqu present oohja,Yes,0.5127
1011,video larri brilliant volcano climat chang,Neutral,0.8156
1740,legisl steamrol kathryn lopez april bloomberg immigr climat chang legisl,Neutral,1.0
2343,fix global warm china,Yes,0.8142
1676,climat chang fraud scandal solar power spain,No,0.6666
2385,global warm screw lunch tomato burger russia,Yes,1.0
998,campaign dismiss complaint climat chang london advertis standard author,Neutral,1.0
4623,almost march snowin global warm,No,0.6368
4866,frontier report young peopl climat chang unfpa drknxt,Neutral,1.0
1174,global warm kill forest colorado coowit,Yes,0.8077
1993,novemb realli predict immigr reform might climat chang legisl,Yes,0.6546
1112,climat chang forest absorb carbon activist,Yes,1.0
2120,climat chang claim global warm caus everyth bltay,No,0.6661
1510,topographi mountain could complic rate global warm sciencedaili studi concl auxnxh,Yes,1.0
782,global warm shangri,Neutral,1.0
2999,live outsid dialect climat chang panel base claim retwt,Neutral,1.0
429,interest point macro prob global warm never solv politician solv immedi prob elect,Yes,0.7949
5551,after blitz climat chang skeptic scienc retwt,Neutral,0.6191
3677,global warm have frozen coast,No,0.7048
554,volcan cloud global warm trigger volcano,Yes,1.0
927,save hollywood ballot initi iceland volcano global warm,Neutral,1.0
4853,palin liken global warm studi snake palin california heavi regulatori environ make ctofqo,No,0.6495
